"guide","dataset","product","table","variable","description","metadata_source","source_type","observed_in_generated_register"
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","PYMTRQSTSUPPITEMQTY","Number of units included in the payment request","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","PYMTSTS","Status of the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","RBAPYMTCLRDDT","Date the payment claim was cleared","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","RBAPYMTSENTDT","Date the payment was sent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","REGPRVDRID","Provider identification number (a single abn can have multple provider ids) which is recorded against the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","RGSTRTNGRPNM","Registration group for the provider in the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","SRCSYSTMDT","Reporting date","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","SRVCBKNGREFNMBR","Service booking reference number","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","SUPPCLASS","Support class type for the payment provided","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","SUPPENDDTADJ","End date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","SUPPITEMDESC","Description of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","SUPPITEMNMBR","Identification number of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","SUPPSTRTDTADJ","Start date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","SYNTHETIC_AEUID","Synthetic MADIP Person ID","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_2","TAXAMT","The amount of tax included in the payment transaction","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","CLAIMTYPDESC","Description of the claim type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","FY_CLAIM","Financial year of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","MGTTYPDESC","Type of service booking. possible values: plan = plan managed agreement agency = standard service booking self = self managed agreement","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","PLANNMBR","Identification number for plan for which goal was made against","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","PMTRQSTPRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","PRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","PYMTAMT","Amount of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","PYMTIDNTFR","Unique identifier for payments","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","PYMTRQSTCRTDDT","Date the payment claim was lodged","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","PYMTRQSTSUPPCATNM","Support category for the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","PYMTRQSTSUPPITEMQTY","Number of units included in the payment request","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","PYMTSTS","Status of the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","RBAPYMTCLRDDT","Date the payment claim was cleared","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","RBAPYMTSENTDT","Date the payment was sent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","REGPRVDRID","Provider identification number (a single abn can have multple provider ids) which is recorded against the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","RGSTRTNGRPNM","Registration group for the provider in the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","SRCSYSTMDT","Reporting date","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","SRVCBKNGREFNMBR","Service booking reference number","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","SUPPCLASS","Support class type for the payment provided","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","SUPPENDDTADJ","End date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","SUPPITEMDESC","Description of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","SUPPITEMNMBR","Identification number of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","SUPPSTRTDTADJ","Start date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","SYNTHETIC_AEUID","Synthetic MADIP Person ID","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_3","TAXAMT","The amount of tax included in the payment transaction","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","CLAIMTYPDESC","Description of the claim type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","FY_CLAIM","Financial year of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","MGTTYPDESC","Type of service booking. possible values: plan = plan managed agreement agency = standard service booking self = self managed agreement","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","PLANNMBR","Identification number for plan for which goal was made against","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","PMTRQSTPRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","PRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","PYMTAMT","Amount of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","PYMTIDNTFR","Unique identifier for payments","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","PYMTRQSTCRTDDT","Date the payment claim was lodged","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","PYMTRQSTSUPPCATNM","Support category for the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","PYMTRQSTSUPPITEMQTY","Number of units included in the payment request","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","PYMTSTS","Status of the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","RBAPYMTCLRDDT","Date the payment claim was cleared","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","RBAPYMTSENTDT","Date the payment was sent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","REGPRVDRID","Provider identification number (a single abn can have multple provider ids) which is recorded against the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","RGSTRTNGRPNM","Registration group for the provider in the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","SRCSYSTMDT","Reporting date","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","SRVCBKNGREFNMBR","Service booking reference number","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","SUPPCLASS","Support class type for the payment provided","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","SUPPENDDTADJ","End date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","SUPPITEMDESC","Description of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","SUPPITEMNMBR","Identification number of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","SUPPSTRTDTADJ","Start date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","SYNTHETIC_AEUID","Synthetic MADIP Person ID","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2016_4","TAXAMT","The amount of tax included in the payment transaction","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","CLAIMTYPDESC","Description of the claim type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","FY_CLAIM","Financial year of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","MGTTYPDESC","Type of service booking. possible values: plan = plan managed agreement agency = standard service booking self = self managed agreement","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","PLANNMBR","Identification number for plan for which goal was made against","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","PMTRQSTPRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","PRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","PYMTAMT","Amount of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","PYMTIDNTFR","Unique identifier for payments","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","PYMTRQSTCRTDDT","Date the payment claim was lodged","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","PYMTRQSTSUPPCATNM","Support category for the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","PYMTRQSTSUPPITEMQTY","Number of units included in the payment request","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","PYMTSTS","Status of the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","RBAPYMTCLRDDT","Date the payment claim was cleared","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","RBAPYMTSENTDT","Date the payment was sent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","REGPRVDRID","Provider identification number (a single abn can have multple provider ids) which is recorded against the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","RGSTRTNGRPNM","Registration group for the provider in the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","SRCSYSTMDT","Reporting date","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","SRVCBKNGREFNMBR","Service booking reference number","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","SUPPCLASS","Support class type for the payment provided","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","SUPPENDDTADJ","End date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","SUPPITEMDESC","Description of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","SUPPITEMNMBR","Identification number of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","SUPPSTRTDTADJ","Start date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","SYNTHETIC_AEUID","Synthetic MADIP Person ID","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_1","TAXAMT","The amount of tax included in the payment transaction","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","CLAIMTYPDESC","Description of the claim type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","FY_CLAIM","Financial year of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","MGTTYPDESC","Type of service booking. possible values: plan = plan managed agreement agency = standard service booking self = self managed agreement","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","PLANNMBR","Identification number for plan for which goal was made against","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","PMTRQSTPRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","PRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","PYMTAMT","Amount of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","PYMTIDNTFR","Unique identifier for payments","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","PYMTRQSTCRTDDT","Date the payment claim was lodged","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","PYMTRQSTSUPPCATNM","Support category for the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","PYMTRQSTSUPPITEMQTY","Number of units included in the payment request","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","PYMTSTS","Status of the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","RBAPYMTCLRDDT","Date the payment claim was cleared","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","RBAPYMTSENTDT","Date the payment was sent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","REGPRVDRID","Provider identification number (a single abn can have multple provider ids) which is recorded against the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","RGSTRTNGRPNM","Registration group for the provider in the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","SRCSYSTMDT","Reporting date","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","SRVCBKNGREFNMBR","Service booking reference number","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","SUPPCLASS","Support class type for the payment provided","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","SUPPENDDTADJ","End date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","SUPPITEMDESC","Description of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","SUPPITEMNMBR","Identification number of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","SUPPSTRTDTADJ","Start date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","SYNTHETIC_AEUID","Synthetic MADIP Person ID","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_2","TAXAMT","The amount of tax included in the payment transaction","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","CLAIMTYPDESC","Description of the claim type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","FY_CLAIM","Financial year of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","MGTTYPDESC","Type of service booking. possible values: plan = plan managed agreement agency = standard service booking self = self managed agreement","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","PLANNMBR","Identification number for plan for which goal was made against","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","PMTRQSTPRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","PRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","PYMTAMT","Amount of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","PYMTIDNTFR","Unique identifier for payments","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","PYMTRQSTCRTDDT","Date the payment claim was lodged","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","PYMTRQSTSUPPCATNM","Support category for the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","PYMTRQSTSUPPITEMQTY","Number of units included in the payment request","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","PYMTSTS","Status of the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","RBAPYMTCLRDDT","Date the payment claim was cleared","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","RBAPYMTSENTDT","Date the payment was sent","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","REGPRVDRID","Provider identification number (a single abn can have multple provider ids) which is recorded against the payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","RGSTRTNGRPNM","Registration group for the provider in the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","SRCSYSTMDT","Reporting date","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","SRVCBKNGREFNMBR","Service booking reference number","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","SUPPCLASS","Support class type for the payment provided","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","SUPPENDDTADJ","End date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","SUPPITEMDESC","Description of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","SUPPITEMNMBR","Identification number of the support item type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","SUPPSTRTDTADJ","Start date of the paid support","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","SYNTHETIC_AEUID","Synthetic MADIP Person ID","inst/plida_metadata/variables.csv","PLIDA metadata",TRUE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_3","TAXAMT","The amount of tax included in the payment transaction","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_4","CLAIMTYPDESC","Description of the claim type","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_4","FY_CLAIM","Financial year of the recorded payment","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_4","MGTTYPDESC","Type of service booking. possible values: plan = plan managed agreement agency = standard service booking self = self managed agreement","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_4","PLANNMBR","Identification number for plan for which goal was made against","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_4","PMTRQSTPRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
"ndis","NDIS","madipge-ndis-exp-d-payments-13-current","ndis_payments_2017_4","PRVDR_BN","","inst/plida_metadata/variables.csv","PLIDA metadata",FALSE
